business_age_yrs,sector,monthly_revenue_ksh,monthly_expenses_ksh,num_employees,collateral_value_ksh,requested_loan_ksh,credit_history_score,loan_approved
13,Transport (Boda Boda),1470530,666347.057938448,14,633609,1098939,418,1
14,Transport (Boda Boda),416456,296025.5807919323,17,898704,1713938,815,1
10,Transport (Boda Boda),1049516,686082.3973014253,21,28885,1793992,431,0
2,Transport (Boda Boda),415460,150418.82349518297,12,21584,1893529,691,0
13,Manufacturing,800594,435207.70473482134,12,170824,800593,819,1
10,Manufacturing,1987754,731861.531952482,36,198153,734500,511,1
8,Tech Startup,43331,14840.137153600233,12,403708,498013,737,0
2,Hospitality,1681908,1181638.6365817448,44,337201,1697069,319,0
8,Hospitality,616822,339983.5953694139,1,373145,1407221,593,0
6,Retail,814300,437592.2008106726,44,694089,590022,745,1
10,Transport (Boda Boda),1502117,865831.4113347097,38,664471,1726850,565,1
8,Transport (Boda Boda),1280231,599959.0678011992,6,741204,482184,681,1
7,Agriculture,447991,240881.59236327893,18,810935,708139,651,1
12,Retail,337231,120431.4522421575,10,122989,1509192,479,0
10,Manufacturing,1837119,1452409.3420548923,25,299850,1904230,356,1
4,Manufacturing,659207,472705.50963988097,29,349982,1035663,754,0
8,Transport (Boda Boda),1818432,1312901.9685852402,18,948910,1449712,528,1
2,Services,77939,40882.06515657904,18,649837,483917,387,0
8,Retail,785820,583395.890467813,10,811350,484352,438,1
2,Hospitality,1514201,881749.4187331434,33,885678,1856860,341,1
3,Agriculture,517873,273346.19955853885,19,205753,1992806,550,0
6,Retail,1418479,651109.9551784154,24,819745,359044,829,1
9,Services,1951375,1180936.057190578,30,683189,1048412,638,1
13,Hospitality,467746,339594.91914949095,12,977793,1781530,407,1
12,Retail,501873,245161.48936737454,22,404427,587857,581,1
10,Hospitality,688875,250101.34635068045,40,368893,1054731,628,1
5,Agriculture,1012652,632240.6450416209,10,920396,333816,665,1
2,Hospitality,1069230,428651.6062599872,7,627751,175851,715,1
3,Manufacturing,814878,499307.5554613636,36,444244,1945109,310,0
12,Agriculture,1785401,1378516.0020959892,23,350036,1318207,536,1
13,Retail,1937936,1535479.4798422407,40,838092,1920458,443,1
14,Services,98012,77713.89413502165,40,989519,106116,708,1
12,Services,126379,62060.48744225976,48,186720,1255979,820,1
12,Hospitality,875876,662700.7823497711,28,945463,656306,496,1
2,Manufacturing,1462669,575510.1034848458,39,739945,1444028,667,1
10,Transport (Boda Boda),546925,191213.07342203232,38,756547,411652,844,1
7,Tech Startup,556119,341309.1101969448,37,877311,1973378,676,1
6,Agriculture,1087406,360907.0916187499,19,299189,267394,821,1
12,Services,1962517,1553280.0806115265,18,504655,1729335,580,1
7,Manufacturing,1087979,456415.0972056592,37,879554,1098072,608,1
2,Transport (Boda Boda),649674,502745.73469902936,34,381032,1264413,724,0
13,Agriculture,1552337,1041905.2605160704,42,465483,1794499,368,1
2,Hospitality,825609,400153.746994503,32,261849,369248,667,0
11,Services,1149306,842194.8983411166,46,283817,950853,389,1
1,Retail,353245,223381.40021936593,22,388227,1828096,358,0
9,Services,1462627,807836.1613012858,2,601648,1398055,546,1
14,Transport (Boda Boda),1372670,760423.9654595846,47,119975,773503,350,1
11,Hospitality,1695190,1279809.2524053867,26,166991,146952,666,1
13,Retail,485806,253484.66731162282,16,46015,152877,719,1
3,Tech Startup,1690357,1089537.429583569,49,287307,1771654,768,1
8,Agriculture,1370339,1012508.8208550223,31,40633,1307302,545,1
5,Services,850547,278388.4147836532,28,440847,1803252,444,0
2,Manufacturing,439876,320638.32519126945,30,319532,1310945,505,0
14,Transport (Boda Boda),47043,21118.999839235352,19,819564,1056891,306,0
9,Hospitality,747467,252382.76833377368,34,997057,1137812,354,1
10,Transport (Boda Boda),825855,448121.49902304914,13,115140,225993,693,1
10,Manufacturing,873349,415663.8340960619,21,63879,632848,377,0
5,Services,1065533,340630.5909449779,9,787600,357268,357,1
9,Hospitality,1383517,738604.8117232794,40,554661,172026,446,1
4,Manufacturing,1788753,546028.6809692781,14,562167,1072560,745,1
13,Manufacturing,23626,13414.163234704292,44,208137,1678254,561,0
9,Agriculture,1647008,1140709.4105817473,27,341524,304043,426,1
8,Manufacturing,1456909,807826.2033111224,20,797157,1656325,324,1
12,Hospitality,130084,48314.127991524234,18,473006,1440277,356,0
13,Retail,1752626,880667.0377093898,1,964844,1247442,725,1
5,Services,781058,266564.22230535874,3,91288,521678,536,0
6,Tech Startup,1842700,791248.3854466542,44,227436,275121,483,1
7,Transport (Boda Boda),1615350,801948.0476346822,13,103920,1835430,500,1
1,Transport (Boda Boda),948252,668841.7584698811,19,74231,123606,417,0
10,Agriculture,1295945,999414.2775609473,9,156688,545898,557,1
14,Retail,182403,123003.32428136861,5,258470,1775812,380,0
7,Agriculture,1616963,563494.4353871566,4,694245,1413864,503,1
4,Transport (Boda Boda),956663,315244.4441739419,4,368946,1083879,313,0
5,Tech Startup,150193,51858.599058692525,19,58123,161825,828,0
14,Services,790391,560067.5258874402,23,938624,1249438,587,1
12,Retail,1686312,1165055.950910761,24,644795,346956,718,1
6,Retail,1128762,531686.0896014657,12,720531,86160,732,1
13,Retail,485536,202953.22402337377,32,447421,1864630,445,0
14,Transport (Boda Boda),85439,50033.04353930369,18,212986,1295862,381,0
12,Transport (Boda Boda),1750119,1035287.9324124688,34,933702,464627,701,1
12,Retail,1655365,713863.7475516809,9,501754,1744408,793,1
8,Agriculture,1848094,1108484.249351928,18,313732,1267933,457,1
4,Transport (Boda Boda),222918,174614.14611885924,25,413083,892955,493,0
11,Tech Startup,760045,489381.27322612243,23,627503,672995,610,1
4,Transport (Boda Boda),265847,98226.34479304175,7,874168,317614,439,0
10,Retail,1828516,1198738.5993029603,42,615781,842955,749,1
10,Transport (Boda Boda),174062,102395.88702043766,17,627907,1436822,617,1
9,Hospitality,726014,526340.727653575,39,491638,1950193,797,1
6,Transport (Boda Boda),704076,471583.4784667878,34,297515,815710,377,0
6,Transport (Boda Boda),290001,147522.29417669654,32,251842,1449298,513,0
6,Hospitality,802409,288474.5829585184,12,650332,763391,818,1
13,Manufacturing,1598359,1180941.2966295504,10,761062,187815,828,1
4,Agriculture,724133,492529.2779750212,32,747465,340696,576,1
8,Hospitality,89093,70225.62078849449,35,381186,306323,467,0
6,Transport (Boda Boda),1149250,498081.81796841504,44,438744,1699959,760,1
4,Transport (Boda Boda),110925,80135.77433708032,27,850181,1006176,719,0
8,Retail,1560450,964070.9761389252,2,265976,1655196,479,1
2,Tech Startup,1212755,470563.9508999551,26,395797,1697982,406,0
7,Retail,1716578,767238.9224570191,12,910039,375188,383,1
7,Agriculture,293958,95914.73241586343,45,269579,1034588,419,0
10,Manufacturing,501632,250010.71144318435,16,885375,1131516,846,1
3,Retail,1973655,921476.4248448958,11,206717,1461910,416,1
8,Retail,46505,28640.625532138896,34,204354,1700375,842,0
11,Tech Startup,232204,126783.58479052367,2,885829,578168,746,1
4,Tech Startup,260056,84871.84577694251,16,507800,1203419,694,0
6,Transport (Boda Boda),454044,205256.0045539325,46,181413,1510865,513,0
4,Transport (Boda Boda),863352,448359.853682372,49,413532,207255,348,0
4,Services,1827648,967157.9482232648,47,419972,896822,465,1
6,Transport (Boda Boda),1705876,1250563.8002753323,31,647999,126425,599,1
2,Services,503414,192141.6584815007,38,32930,1171889,813,0
14,Hospitality,1873324,999662.8190423794,5,609654,587691,480,1
7,Manufacturing,281420,188874.85806003332,27,298845,446601,792,0
11,Agriculture,601529,257899.30780874926,42,164404,1052682,849,1
5,Tech Startup,499702,355073.8559588035,15,295135,1727465,650,0
3,Retail,365992,280413.58052640257,39,488195,622285,302,0
8,Retail,1402463,843506.3804087333,11,989280,707253,741,1
11,Manufacturing,1002426,412503.2226828129,39,318174,591797,345,0
2,Transport (Boda Boda),1460346,505117.3302498779,47,299345,1846218,746,1
3,Tech Startup,572226,357694.80075326515,39,232320,898152,342,0
6,Transport (Boda Boda),1725922,701297.5853521149,2,938193,1225677,791,1
13,Tech Startup,1563103,1113738.491229034,9,588033,1094385,487,1
6,Agriculture,1449692,1121249.9227970056,12,47779,1836357,384,0
1,Agriculture,1481742,1165070.201314056,49,377218,1459993,688,1
14,Hospitality,1664220,1122970.3594440073,26,198910,379963,325,1
8,Hospitality,1215268,440687.3065559132,16,9472,905695,720,1
3,Transport (Boda Boda),307667,202404.26263551507,13,271223,713759,610,0
11,Services,1347252,989793.913108271,27,921253,323497,657,1
14,Retail,713464,526936.1386701033,8,448096,1242564,498,1
6,Hospitality,1378356,588736.6200520291,21,107967,144455,563,1
10,Tech Startup,1243981,645653.5537944275,29,385007,111192,570,1
14,Services,1303737,882055.5532327435,16,995107,1097635,664,1
6,Services,1175620,386192.5734269023,23,456104,119351,392,0
6,Retail,778171,276052.6498018392,31,686093,1217732,524,1
9,Hospitality,41576,18377.805791372437,27,184535,1125148,840,0
3,Retail,660816,404964.5364351596,28,191303,1845292,688,0
10,Services,1375398,886730.873546176,41,573722,116617,836,1
9,Hospitality,886164,540448.318863832,23,744265,651513,424,1
3,Manufacturing,902693,532027.6099574184,6,164404,960913,805,0
2,Hospitality,504353,165481.72593020304,37,682387,1195958,835,1
4,Tech Startup,1353824,419122.1730803077,1,227444,996803,777,1
9,Manufacturing,1535266,1007303.532760758,11,857303,186149,791,1
13,Services,1240505,672089.845719288,24,846334,1104153,846,1
8,Agriculture,583739,239999.25995742055,40,559119,1347978,542,0
6,Retail,264942,100248.81074391131,34,767754,798224,414,0
4,Retail,955210,729787.239533136,13,870793,1640346,781,1
7,Tech Startup,1634120,779923.159505502,23,113606,1637514,338,0
3,Manufacturing,761067,329422.35789803625,26,575648,1972916,475,0
2,Hospitality,1081864,656520.0741044846,32,280195,1160291,797,1
5,Transport (Boda Boda),1749187,691128.211813742,13,314368,1380363,355,1
3,Agriculture,123535,87605.32812825928,36,296952,1611014,624,0
3,Services,1899573,999523.7409431511,45,693619,801972,480,1
4,Hospitality,1500355,515209.1195230894,18,260529,493855,833,1
2,Services,1593908,652149.938170632,44,308838,444798,338,0
13,Tech Startup,1876309,724440.5402099388,17,449871,1193995,542,1
9,Hospitality,1795565,845485.6300354768,2,546547,70655,537,1
14,Agriculture,470400,372933.2926256986,39,923577,1985854,813,1
3,Hospitality,1849074,1347140.0332561329,18,89743,497875,439,0
13,Agriculture,1975206,807611.0741401946,12,292706,864468,636,1
10,Retail,627337,329124.3732320719,43,948048,898964,661,1
9,Agriculture,406480,173330.6733162944,36,845457,1850200,328,0
13,Services,1960593,1295025.2603868705,15,203141,693703,456,1
13,Retail,1050403,644292.6987844552,49,23723,897078,374,0
14,Retail,1357218,682135.8277259019,42,123199,1330101,728,1
10,Hospitality,1672433,1264865.2814626005,20,416313,938943,612,1
6,Tech Startup,602092,260456.19095028445,14,757600,550827,351,0
5,Retail,1884491,1290896.3374169765,5,15733,948628,533,1
1,Tech Startup,478365,268299.00345486647,12,162434,660777,552,0
14,Services,1065384,501915.99924552423,3,192941,1774995,836,1
3,Tech Startup,168620,126979.36929704671,35,207158,689446,692,0
2,Manufacturing,1070044,397853.7969371342,44,72255,1880942,346,0
2,Retail,259967,142558.5493742159,46,964164,418697,405,0
12,Agriculture,1315689,876165.1549238695,43,904574,1665832,461,1
5,Tech Startup,165693,55564.86654994609,6,885621,614790,696,1
3,Manufacturing,1791545,1106216.0916718966,24,783924,235541,487,1
10,Transport (Boda Boda),1723728,1281243.093595023,49,468451,1340689,822,1
7,Transport (Boda Boda),279425,142141.1142562986,21,264291,1328567,577,0
5,Services,650458,341385.3936124841,43,839934,1739980,841,1
8,Tech Startup,619649,236244.60955025174,9,892018,131171,787,1
9,Transport (Boda Boda),1209138,608664.1984004286,15,241535,1430679,510,1
7,Hospitality,803258,248999.10893838084,26,311997,1130402,712,1
7,Manufacturing,1420507,936162.5247314756,19,209124,1276706,666,1
7,Services,408742,242880.88104271248,12,676935,1735124,405,0
12,Tech Startup,1996180,1427208.4085894076,26,946308,741150,568,1
12,Manufacturing,1407168,802956.947864212,33,460522,715329,416,1
14,Transport (Boda Boda),478521,229389.2124437468,39,281504,922089,721,1
2,Tech Startup,1102736,809937.0438171616,38,65641,1929255,724,0
8,Retail,426491,168957.77312528522,29,412857,1301397,449,0
6,Hospitality,516389,280613.06676806166,12,844898,1626845,577,1
3,Tech Startup,1970639,961495.6756022949,25,649868,947748,532,1
10,Agriculture,676884,305408.61913994007,9,65614,216963,525,0
3,Agriculture,1007938,563070.53811891,42,862839,844042,731,1
1,Agriculture,254898,90422.81807312722,39,196936,1333531,432,0
3,Hospitality,1468586,653106.8989898689,4,902084,857040,390,1
12,Tech Startup,1057886,535649.0707324123,12,57676,1634424,429,0
5,Manufacturing,1053388,530327.3624228553,24,986210,501989,655,1
11,Transport (Boda Boda),685078,479738.23691401095,29,979874,97599,650,1
10,Retail,1136136,352004.1785010363,10,520112,1243151,363,1
3,Transport (Boda Boda),569633,247464.784934171,2,321701,1032558,531,0
10,Tech Startup,1225788,465594.9475290305,14,339711,392808,603,1
1,Transport (Boda Boda),119764,73208.55888286234,26,421777,362712,448,0
9,Tech Startup,180576,90320.19912411463,42,610682,963605,655,1
12,Agriculture,326604,207777.0168026151,40,690681,1242834,375,0
7,Hospitality,1287403,525970.5744646126,46,805589,1920038,457,1
5,Agriculture,397224,306036.51723965915,5,238178,309418,722,0
14,Agriculture,1067725,329376.6817991782,28,401339,713582,822,1
7,Manufacturing,1971096,605140.7797187704,41,913946,642610,301,1
7,Manufacturing,1040004,739784.7289247592,5,821939,149244,640,1
13,Hospitality,1425971,783548.2091942343,38,410259,1567553,836,1
2,Retail,1766552,1205803.215510058,6,861864,1710226,812,1
3,Tech Startup,352548,259544.87926080663,12,482863,1316488,670,0
3,Transport (Boda Boda),1304427,888663.0936467138,34,532245,557750,504,1
9,Hospitality,1343957,952745.9502618985,20,689566,1626407,403,1
6,Agriculture,1051328,385033.45509532245,20,451067,367455,797,1
4,Hospitality,85867,38506.870431187024,42,844326,924072,555,0
14,Hospitality,20727,7037.604343391493,44,365543,1210689,770,1
2,Services,410732,320541.29406809,32,410609,1304179,624,0
6,Transport (Boda Boda),1018607,669051.7800000109,24,13265,1497216,445,0
7,Retail,1753123,1046242.1153722786,16,486626,976719,773,1
2,Agriculture,631868,429312.6451792005,14,95310,1254656,452,0
5,Transport (Boda Boda),569264,305849.7074743302,43,360400,1461257,697,0
13,Manufacturing,653619,387071.83893668983,39,628151,1007004,765,1
7,Services,1017821,736284.0786940331,39,998887,907617,372,1
1,Hospitality,1988031,1085393.380779267,17,206354,290346,625,1
3,Hospitality,371863,202011.370356778,20,291736,1663507,501,0
8,Agriculture,288116,101743.25371258295,16,679129,599308,521,0
1,Transport (Boda Boda),32879,21200.100805833532,35,701433,1436511,723,0
14,Retail,507947,228193.4368439417,21,798385,680698,527,1
1,Services,1536831,648133.1504000815,24,300314,1092835,365,0
9,Manufacturing,1358971,858892.1175201603,38,995586,142115,402,1
1,Manufacturing,502870,292604.238101924,6,363308,1322033,762,0
13,Hospitality,35385,25093.281763256262,7,508670,167369,842,1
8,Retail,109402,82374.87432820647,42,829151,1326176,531,0
4,Retail,1718559,621745.8495111826,24,699500,1202702,801,1
11,Transport (Boda Boda),1234488,568810.7205074128,18,118637,957153,336,0
10,Hospitality,1650344,1038810.5215349881,8,664467,571397,385,1
3,Manufacturing,1827261,652008.7871575031,35,373994,1927950,732,1
7,Tech Startup,1947267,1292533.938021579,19,606603,1061214,714,1
11,Manufacturing,145604,98742.08768035937,43,391065,53435,429,0
4,Agriculture,1228590,760712.2532594822,22,375601,888821,358,0
10,Transport (Boda Boda),588178,313609.03812324814,2,8314,668119,712,0
11,Retail,1932036,1310441.2532455584,14,301173,1362457,782,1
11,Services,799966,509036.1024568761,3,128692,812790,377,0
8,Manufacturing,1459131,933823.2006572109,25,811028,148185,470,1
3,Agriculture,548943,394162.7300196319,44,974303,1947265,450,0
13,Agriculture,340580,145540.6926934016,14,485319,828760,670,1
3,Transport (Boda Boda),1146500,716300.5010195483,18,393056,139031,542,0
1,Manufacturing,1351711,655168.3501483932,31,944353,1362261,513,1
14,Agriculture,325218,241053.075398438,12,775404,543377,698,1
7,Hospitality,1857980,752591.3126706999,7,149725,1726443,727,1
14,Services,1958384,602884.5051926322,6,407922,1650773,582,1
2,Services,1014135,657885.40657342,24,157541,182385,346,0
11,Transport (Boda Boda),23285,8800.00151430018,1,936209,1754491,612,1
11,Hospitality,1122491,679626.9858063583,7,784278,1993508,769,1
10,Tech Startup,393410,268950.650613212,42,53019,1305802,505,0
2,Retail,1613051,525229.0012696369,42,346229,1216572,608,1
8,Hospitality,1584547,753222.1712167466,5,426976,1923200,653,1
14,Hospitality,771943,373061.211619541,47,746777,235784,592,1
2,Retail,1219110,796827.5636784988,28,186278,147469,775,1
14,Services,751188,270942.96662891423,4,398825,1805089,663,1
9,Hospitality,1905190,1041453.8497185755,5,619330,849595,666,1
10,Retail,1736473,1252991.0466063984,48,645499,1483482,770,1
7,Services,1323446,1005681.699975604,46,533793,826041,702,1
10,Services,1267752,860123.360881731,18,58408,1267327,472,1
10,Transport (Boda Boda),1298744,857243.3368672673,44,850712,1900770,338,1
7,Manufacturing,257902,120888.60252173344,40,545865,1886222,623,0
3,Retail,502450,306389.6368829849,21,67194,1569598,693,0
3,Agriculture,680501,257437.88857363156,41,538065,1136922,731,1
2,Retail,329963,260905.2788157731,43,547578,1473271,520,0
11,Retail,1727229,1097537.3439557075,47,843521,555180,524,1
10,Services,217345,169704.36249084095,8,218980,1573445,743,0
1,Manufacturing,1818766,1318123.2875118556,40,639724,717538,779,1
11,Transport (Boda Boda),1877792,1233340.7017553083,33,451069,1997175,597,1
2,Tech Startup,925352,343669.0872309502,35,329457,231446,762,1
5,Hospitality,1901397,1395718.718438377,25,400706,431691,451,1
2,Services,602933,416905.1417575804,8,926502,1782842,601,1
6,Services,766631,399846.8799361256,27,368987,707191,845,1
12,Manufacturing,1910576,1422081.9476426588,46,313651,1747141,308,1
1,Transport (Boda Boda),1341403,532847.8740108566,13,164244,526857,496,0
10,Manufacturing,1891621,1152094.5749093913,13,409664,321635,538,1
14,Retail,1913767,759133.2225460181,49,991464,85010,311,1
10,Services,798928,254684.75631855664,11,591293,87493,463,1
7,Transport (Boda Boda),554580,233790.00104090179,39,934711,1200311,684,1
8,Transport (Boda Boda),1040021,551581.4665789024,30,99083,1736519,479,0
6,Manufacturing,1301258,914630.7723952718,16,167558,1033061,776,1
11,Hospitality,494551,295805.43731995404,29,295103,194378,402,0
12,Hospitality,1518118,483921.8652574329,39,500585,77197,539,1
10,Manufacturing,128775,100124.0382364963,34,828396,735388,738,1
7,Hospitality,1936195,1402272.0062313285,44,45712,449489,440,1
13,Manufacturing,356497,210715.5378845235,27,181902,943150,762,1
1,Hospitality,555827,421298.7912038435,37,275478,1892911,569,0
11,Manufacturing,1650872,527798.2937914119,21,666220,117300,539,1
10,Retail,827274,292129.3561142236,13,98971,1036410,670,1
3,Manufacturing,1984078,1051179.1586943807,38,234975,577938,361,1
13,Retail,809622,471585.6300564053,8,392144,984963,588,1
14,Manufacturing,1611632,1281765.3678971366,48,683245,661709,435,1
7,Transport (Boda Boda),1266715,922770.291878751,49,841279,552394,553,1
13,Hospitality,277137,204161.44005761133,17,771279,1835362,675,1
8,Transport (Boda Boda),683431,312528.7704459044,29,70248,302515,743,0
12,Services,303126,150965.00476355164,9,927654,822783,695,1
9,Transport (Boda Boda),1686150,1148212.8238296115,32,561669,433609,535,1
11,Transport (Boda Boda),433811,142775.4058129872,38,335863,201733,548,0
14,Agriculture,663012,513027.12476717815,8,970584,998319,385,1
11,Manufacturing,839593,621985.3338601153,12,402932,1074603,432,1
7,Agriculture,1399641,508166.0189016925,16,761269,1367933,491,1
8,Transport (Boda Boda),805786,506362.0588989184,14,266278,1976436,461,0
11,Hospitality,1332629,722426.935837854,31,337530,1847173,333,1
2,Tech Startup,1167846,405640.20801853144,23,683565,138887,417,0
9,Agriculture,162012,81468.90264520184,38,613587,567537,412,0
12,Transport (Boda Boda),827039,531823.7709331337,17,860986,1866418,811,1
2,Retail,1766988,1005523.0836441147,49,984766,1059622,566,1
6,Retail,299365,234843.51973004083,47,421153,1554227,656,0
1,Services,1588487,905500.5909211114,12,703700,152951,622,1
2,Tech Startup,1799892,1100251.8389780207,19,960814,119893,499,1
2,Manufacturing,940243,462415.7574653276,39,435711,1512960,695,1
13,Services,441001,287970.4041568385,1,12336,913907,592,0
4,Agriculture,1114167,563395.4177937416,7,428670,1721401,508,0
13,Tech Startup,34429,20789.704467869185,7,377721,1282663,310,0
9,Agriculture,1280555,805724.9469290238,4,199899,478472,834,1
3,Services,321033,244493.71052028972,24,574543,417968,695,0
2,Manufacturing,1111014,383786.75320010824,29,794301,544476,842,1
2,Tech Startup,1880966,1486679.0115727503,11,681505,387766,495,1
11,Agriculture,101948,70983.32211473002,16,566694,1139100,704,1
12,Tech Startup,500891,359450.4162685172,38,384903,1367964,528,0
2,Agriculture,801608,601859.803303051,24,765893,1377676,837,1
7,Retail,1560710,1145535.108919573,43,380572,1375930,658,1
2,Services,189746,116068.74118706542,6,151152,1593992,464,0
13,Transport (Boda Boda),210043,117521.33679216029,9,767128,365104,426,1
1,Services,1489042,625905.097864306,10,737371,1217498,780,1
1,Manufacturing,1508204,817230.7684335016,1,836659,1786386,765,1
9,Hospitality,551149,243941.78392696966,17,865718,635581,808,1
9,Transport (Boda Boda),208929,122948.043657157,5,615429,1062211,417,0
5,Services,1433110,731064.9534232031,39,22995,928752,569,0
8,Transport (Boda Boda),1732355,1071306.9238801599,46,70799,1802813,639,1
13,Transport (Boda Boda),1627387,1241356.9782885644,3,503256,60514,652,1
2,Manufacturing,1331822,981416.0960921932,10,896977,678373,412,1
11,Manufacturing,1177260,382108.21700888156,26,565836,1307848,683,1
14,Hospitality,1706679,1105176.896179253,49,943709,862002,761,1
12,Transport (Boda Boda),213691,146283.00140890913,43,197008,331383,476,0
5,Transport (Boda Boda),888408,686056.9480119528,11,495288,1497544,501,0
10,Manufacturing,702346,498171.64048981544,36,200919,884507,322,0
11,Retail,1839833,1108908.2718663919,37,893061,1273045,733,1
6,Hospitality,827784,330976.90721711935,15,831431,1641346,475,1
6,Retail,519964,325463.17072269187,35,238697,397328,615,0
14,Retail,1271875,563339.7962593869,38,31498,1948763,469,1
2,Manufacturing,1347654,699507.6594808121,36,919091,92782,440,1
2,Tech Startup,490440,303919.4885890994,24,492232,601039,586,0
7,Retail,76572,26241.319513560393,2,36069,787550,714,0
6,Manufacturing,949090,327671.5719489881,11,851726,1702332,437,1
6,Services,732494,546527.6598520849,7,21390,1118945,671,0
9,Transport (Boda Boda),487543,250821.118134221,20,762922,975337,432,0
11,Tech Startup,651872,382089.4973765617,1,35282,217809,512,0
4,Services,306268,228707.15595934432,24,392515,146651,703,0
2,Manufacturing,930976,339954.25964063883,33,536343,415837,591,0
5,Retail,621802,206206.14808000837,31,188726,1538332,507,0
8,Transport (Boda Boda),916716,391071.57883993577,26,946881,1063071,721,1
14,Services,1197920,499046.0175963713,35,182058,1788268,464,1
1,Agriculture,68825,34442.85647508922,42,632731,411756,686,0
4,Hospitality,537257,373428.90572698385,14,955083,1252606,715,1
10,Services,709567,468164.9358838641,1,262199,823372,405,0
2,Tech Startup,1411440,826548.3803156007,39,33734,263299,390,0
9,Hospitality,691253,366138.0537849971,49,620160,1056152,639,1
5,Retail,1737202,1095710.8074103293,40,541228,1777939,404,1
6,Manufacturing,69297,49330.609988568314,43,543910,342552,347,0
14,Retail,1161766,620732.625268813,16,217984,574658,848,1
7,Agriculture,1878770,1264162.0834142633,17,512191,1324585,513,1
14,Agriculture,871271,300458.20470549184,33,421441,620141,538,1
4,Manufacturing,878811,361895.4895474368,10,490391,1009991,336,0
4,Transport (Boda Boda),1322092,1020505.7071574593,18,453372,1475402,475,1
1,Transport (Boda Boda),412761,147199.54017115184,28,581154,167752,693,0
1,Tech Startup,1608265,1028623.5366787349,47,671502,1080114,740,1
5,Manufacturing,1279112,456760.5217533393,41,814294,186262,535,1
9,Retail,1251834,899357.2426498019,34,789694,1603416,359,1
13,Tech Startup,800080,479322.927475409,6,204580,180334,468,0
14,Manufacturing,988121,778188.3546093618,36,584436,1931934,819,1
10,Services,586819,209154.1877464268,28,194243,1611021,507,0
6,Hospitality,1638635,843758.7713274095,40,768741,1656756,840,1
2,Manufacturing,1106985,362396.43709331896,18,416512,373860,364,0
4,Agriculture,1035100,517565.33810470504,23,225825,1793227,409,0
1,Manufacturing,1103745,557552.8148926832,10,159413,1960611,364,0
13,Hospitality,99360,64005.606805710515,15,769776,1197419,834,1
13,Manufacturing,1687690,631246.4877458514,34,920460,975581,398,1
13,Hospitality,644762,447593.6291855519,17,931310,1735960,821,1
8,Manufacturing,913844,532241.6789478001,5,662213,1401197,778,1
1,Transport (Boda Boda),114154,79653.4872579973,9,597121,143476,431,0
4,Transport (Boda Boda),1630805,1252253.7872202722,3,293128,1533733,514,1
12,Services,1326057,1015845.2588339166,10,834397,659557,429,1
14,Hospitality,111679,45427.5259963009,12,161792,977476,731,0
2,Services,632236,312205.92126975104,44,276999,479385,624,0
2,Transport (Boda Boda),669362,323515.2721059821,11,924276,1188986,575,1
4,Manufacturing,872756,519879.67391133145,10,533857,1972201,500,0
14,Retail,1155730,830652.5613436735,4,794044,1674508,625,1
14,Services,440547,182113.01430997255,48,484710,938976,574,1
13,Retail,1696466,525396.5767744757,29,124746,594719,713,1
9,Tech Startup,1768071,1086609.435942368,7,555673,382343,644,1
3,Services,501438,169915.37982675503,41,827363,658278,346,0
13,Tech Startup,65784,25644.287860987104,16,818760,1354140,718,1
9,Hospitality,1716716,1144052.449504476,32,580277,1103498,596,1
2,Manufacturing,1999621,790955.708175645,40,317817,1986539,720,1
9,Tech Startup,79072,31861.560718468274,4,665442,1987789,437,0
11,Retail,612141,246959.67834643734,45,801680,1909234,749,1
11,Retail,592668,329133.13151317136,29,316689,1882979,538,0
14,Hospitality,186305,100921.62683770916,31,288569,774071,485,0
2,Services,1684413,910921.4042221585,19,854727,852523,435,1
3,Agriculture,1322466,902761.9244734278,22,95696,726067,798,1
9,Manufacturing,690397,518949.334447628,12,302756,531247,438,0
4,Services,137026,85535.39153531264,46,643786,812803,303,0
11,Agriculture,1906891,1158767.9295820312,47,720989,1462011,512,1
4,Transport (Boda Boda),1991027,1471216.9490556885,11,28876,1842380,372,0
4,Retail,1000043,440914.78227505443,48,860927,302313,405,1
13,Transport (Boda Boda),1566790,804634.7549626743,19,489170,1679040,376,1
13,Tech Startup,1586137,927362.4625247151,2,626441,1566925,441,1
13,Tech Startup,1385359,448138.9926311318,32,365088,528096,451,1
14,Agriculture,201693,83568.5449295074,47,438895,222687,749,1
1,Transport (Boda Boda),623359,470126.5301829191,3,534140,317531,315,0
14,Agriculture,1043439,528838.1354874526,49,426941,1826618,606,1
6,Services,1332032,1044957.6996326048,12,87566,333473,554,0
12,Agriculture,1668406,1203383.2927857586,33,376620,1396365,762,1
7,Services,369454,147583.90143219804,46,686143,634933,548,0
6,Manufacturing,168395,87232.56510334904,31,427709,1287976,387,0
9,Retail,1770866,703147.8196022885,20,753696,1131159,372,1
2,Hospitality,1771864,800181.0415138963,25,624135,672863,545,1
13,Agriculture,559251,392091.7174472308,1,871061,174034,401,1
6,Retail,1244461,931032.0183436499,47,191848,304289,309,0
1,Transport (Boda Boda),189446,115704.83703293274,27,933432,1119850,432,0
7,Services,382578,181847.48980614616,29,692494,1558834,410,0
5,Hospitality,887190,373171.78124478896,20,817060,1602712,421,1
9,Tech Startup,1639110,988925.4900354611,23,485654,314954,768,1
9,Transport (Boda Boda),871980,295835.0164952323,17,658981,1216947,701,1
3,Services,801704,521289.9337150846,45,560846,178938,599,0
